123;96;16;65.1738;44.3462
107;84;8;82.1771;53.9329
128;124;2;64.0266;40.3518
126;115;15;65.1209;51.4494
125;107;2;61.3166;48.7585
129;124;1;69.4806;47.7088
129;124;1;69.2996;47.9299
128;124;1;63.9592;40.396
116;78;0;54.5527;46.9064
129;125;1;68.7713;47.2555
54;98;9;31.5;82.2466
91;120;15;30.8333;79.133
61;86;9;30.8949;78.4708
123;44;1;30.1289;78.5961
112;11;16;30.1236;73.1094
